,UsageClass,CheckoutOutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,Creator,Subjects,Publisher,PublicationYear,ISBN,Normalized.Creator,Normalized.Title,BirthYear,DeathYear,Work.In.Norton,CheckoutDate
8084,Digital,OverDrive,AUDIOBOOK,2016,10,2,American Classics (Unabridged),Amy Tan,"Fiction, Short Stories","Symphony Space, Inc",2010.0,,Amy Tan,American Classics,1952,,False,2016-10-01T07:00Z
8085,Digital,OverDrive,AUDIOBOOK,2016,10,2,The Chinese Siamese Cat (Unabridged),Amy Tan,"Historical Fiction, Juvenile Fiction","Phoenix Books, Inc.",2008.0,,Amy Tan,The Chinese Siamese Cat,1952,,False,2016-10-01T07:00Z
8086,Digital,OverDrive,EBOOK,2016,10,8,The Valley of Amazement,Amy Tan,"Fiction, Historical Fiction, Literature",HarperCollins Publishers Inc.,2013.0,,Amy Tan,The Valley Of Amazement,1952,,False,2016-10-01T07:00Z
8087,Digital,OverDrive,EBOOK,2016,10,4,Saving Fish from Drowning,Amy Tan,"Fiction, Literature","Penguin Group (USA), Inc.",2011.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2016-10-01T07:00Z
8088,Digital,OverDrive,AUDIOBOOK,2016,10,2,The Bonesetter's Daughter (Unabridged),Amy Tan,"Drama, Fiction","Phoenix Books, Inc.",2008.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2016-10-01T07:00Z
8089,Digital,OverDrive,EBOOK,2016,10,3,The Bonesetter's Daughter,Amy Tan,"Fiction, Literature","Penguin Group (USA), Inc.",2011.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2016-10-01T07:00Z
8090,Digital,OverDrive,EBOOK,2016,10,1,The Opposite of Fate: Memories of a Writing Life,Amy Tan,"Biography & Autobiography, Nonfiction","Penguin Group (USA), Inc.",2013.0,,Amy Tan,The Opposite Of Fate,1952,,False,2016-10-01T07:00Z
8091,Digital,OverDrive,EBOOK,2016,10,3,The Hundred Secret Senses: A Novel,Amy Tan,"Fiction, Literature","Penguin Group (USA), Inc.",2011.0,,Amy Tan,The Hundred Secret Senses,1952,,False,2016-10-01T07:00Z
8092,Digital,OverDrive,AUDIOBOOK,2016,10,1,The Moon Lady (Unabridged),Amy Tan,"Juvenile Fiction, Juvenile Literature, Picture Book Fiction","Phoenix Books, Inc.",2015.0,,Amy Tan,The Moon Lady,1952,,False,2016-10-01T07:00Z
8093,Digital,OverDrive,EBOOK,2016,11,1,The Kitchen God's Wife,Amy Tan,"Fiction, Literature, Romance","Penguin Group (USA), Inc.",2011.0,,Amy Tan,The Kitchen Gods Wife,1952,,False,2016-11-01T07:00Z
8094,Digital,OverDrive,EBOOK,2016,11,1,The Opposite of Fate: Memories of a Writing Life,Amy Tan,"Biography & Autobiography, Nonfiction","Penguin Group (USA), Inc.",2013.0,,Amy Tan,The Opposite Of Fate,1952,,False,2016-11-01T07:00Z
8095,Digital,OverDrive,EBOOK,2016,11,3,The Joy Luck Club,Amy Tan,"Fiction, Literature","Penguin Group (USA), Inc.",2014.0,,Amy Tan,The Joy Luck Club,1952,,True,2016-11-01T07:00Z
8096,Digital,OverDrive,EBOOK,2016,11,3,The Joy Luck Club,Amy Tan,Fiction,RosettaBooks,2005.0,,Amy Tan,The Joy Luck Club,1952,,True,2016-11-01T07:00Z
8097,Digital,OverDrive,EBOOK,2016,11,3,Saving Fish from Drowning,Amy Tan,"Fiction, Literature","Penguin Group (USA), Inc.",2011.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2016-11-01T07:00Z
8098,Digital,OverDrive,AUDIOBOOK,2016,11,3,American Classics (Unabridged),Amy Tan,"Fiction, Short Stories","Symphony Space, Inc",2010.0,,Amy Tan,American Classics,1952,,False,2016-11-01T07:00Z
8099,Digital,OverDrive,EBOOK,2016,11,2,The Hundred Secret Senses: A Novel,Amy Tan,"Fiction, Literature","Penguin Group (USA), Inc.",2011.0,,Amy Tan,The Hundred Secret Senses,1952,,False,2016-11-01T07:00Z
8100,Digital,OverDrive,AUDIOBOOK,2016,11,2,The Moon Lady (Unabridged),Amy Tan,"Juvenile Fiction, Juvenile Literature, Picture Book Fiction","Phoenix Books, Inc.",2015.0,,Amy Tan,The Moon Lady,1952,,False,2016-11-01T07:00Z
8101,Digital,OverDrive,EBOOK,2016,11,3,The Bonesetter's Daughter,Amy Tan,"Fiction, Literature","Penguin Group (USA), Inc.",2011.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2016-11-01T07:00Z
8102,Digital,OverDrive,AUDIOBOOK,2016,11,2,The Bonesetter's Daughter (Unabridged),Amy Tan,"Drama, Fiction","Phoenix Books, Inc.",2008.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2016-11-01T07:00Z
8103,Digital,OverDrive,EBOOK,2016,11,6,The Valley of Amazement,Amy Tan,"Fiction, Historical Fiction, Literature",HarperCollins Publishers Inc.,2013.0,,Amy Tan,The Valley Of Amazement,1952,,False,2016-11-01T07:00Z
8104,Digital,OverDrive,AUDIOBOOK,2016,11,3,The Chinese Siamese Cat (Unabridged),Amy Tan,"Historical Fiction, Juvenile Fiction","Phoenix Books, Inc.",2008.0,,Amy Tan,The Chinese Siamese Cat,1952,,False,2016-11-01T07:00Z
8105,Digital,OverDrive,AUDIOBOOK,2016,12,1,American Classics (Unabridged),Amy Tan,"Fiction, Short Stories","Symphony Space, Inc",2010.0,,Amy Tan,American Classics,1952,,False,2016-12-01T08:00Z
8106,Digital,OverDrive,AUDIOBOOK,2016,12,3,The Moon Lady (Unabridged),Amy Tan,"Juvenile Fiction, Juvenile Literature, Picture Book Fiction","Phoenix Books, Inc.",2015.0,,Amy Tan,The Moon Lady,1952,,False,2016-12-01T08:00Z
8107,Digital,OverDrive,EBOOK,2016,12,3,The Hundred Secret Senses: A Novel,Amy Tan,"Fiction, Literature","Penguin Group (USA), Inc.",2011.0,,Amy Tan,The Hundred Secret Senses,1952,,False,2016-12-01T08:00Z
8108,Digital,OverDrive,EBOOK,2016,12,1,The Opposite of Fate: Memories of a Writing Life,Amy Tan,"Biography & Autobiography, Nonfiction","Penguin Group (USA), Inc.",2013.0,,Amy Tan,The Opposite Of Fate,1952,,False,2016-12-01T08:00Z
8109,Digital,OverDrive,AUDIOBOOK,2016,12,3,The Bonesetter's Daughter (Unabridged),Amy Tan,"Drama, Fiction","Phoenix Books, Inc.",2008.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2016-12-01T08:00Z
8110,Digital,OverDrive,EBOOK,2016,12,8,The Valley of Amazement,Amy Tan,"Fiction, Historical Fiction, Literature",HarperCollins Publishers Inc.,2013.0,,Amy Tan,The Valley Of Amazement,1952,,False,2016-12-01T08:00Z
8111,Digital,OverDrive,EBOOK,2016,12,3,Saving Fish from Drowning,Amy Tan,"Fiction, Literature","Penguin Group (USA), Inc.",2011.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2016-12-01T08:00Z
8112,Digital,OverDrive,EBOOK,2016,12,3,The Joy Luck Club,Amy Tan,"Fiction, Literature","Penguin Group (USA), Inc.",2014.0,,Amy Tan,The Joy Luck Club,1952,,True,2016-12-01T08:00Z
8113,Digital,OverDrive,EBOOK,2016,12,1,The Kitchen God's Wife,Amy Tan,"Fiction, Literature, Romance","Penguin Group (USA), Inc.",2011.0,,Amy Tan,The Kitchen Gods Wife,1952,,False,2016-12-01T08:00Z
8114,Digital,OverDrive,EBOOK,2016,12,2,The Bonesetter's Daughter,Amy Tan,"Fiction, Literature","Penguin Group (USA), Inc.",2011.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2016-12-01T08:00Z
8115,Digital,OverDrive,EBOOK,2016,12,1,The Joy Luck Club,Amy Tan,Fiction,RosettaBooks,2005.0,,Amy Tan,The Joy Luck Club,1952,,True,2016-12-01T08:00Z
8116,Digital,OverDrive,EBOOK,2017,1,5,The Valley of Amazement,Amy Tan,"Fiction, Historical Fiction, Literature",HarperCollins Publishers Inc.,2013.0,,Amy Tan,The Valley Of Amazement,1952,,False,2017-01-01T08:00Z
8117,Digital,OverDrive,EBOOK,2017,1,1,The Hundred Secret Senses: A Novel,Amy Tan,"Fiction, Literature","Penguin Group (USA), Inc.",2011.0,,Amy Tan,The Hundred Secret Senses,1952,,False,2017-01-01T08:00Z
8118,Digital,OverDrive,EBOOK,2017,1,3,Saving Fish from Drowning,Amy Tan,"Fiction, Literature","Penguin Group (USA), Inc.",2011.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2017-01-01T08:00Z
8119,Digital,OverDrive,AUDIOBOOK,2017,1,2,American Classics (Unabridged),Amy Tan,"Fiction, Short Stories","Symphony Space, Inc",2010.0,,Amy Tan,American Classics,1952,,False,2017-01-01T08:00Z
8120,Digital,OverDrive,EBOOK,2017,1,2,The Bonesetter's Daughter,Amy Tan,"Fiction, Literature","Penguin Group (USA), Inc.",2011.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2017-01-01T08:00Z
8121,Digital,OverDrive,AUDIOBOOK,2017,1,2,The Bonesetter's Daughter (Unabridged),Amy Tan,"Drama, Fiction","Phoenix Books, Inc.",2008.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2017-01-01T08:00Z
8122,Digital,OverDrive,AUDIOBOOK,2017,1,2,The Chinese Siamese Cat (Unabridged),Amy Tan,"Historical Fiction, Juvenile Fiction","Phoenix Books, Inc.",2008.0,,Amy Tan,The Chinese Siamese Cat,1952,,False,2017-01-01T08:00Z
8123,Digital,OverDrive,EBOOK,2017,1,2,The Joy Luck Club,Amy Tan,Fiction,RosettaBooks,2005.0,,Amy Tan,The Joy Luck Club,1952,,True,2017-01-01T08:00Z
8124,Digital,OverDrive,EBOOK,2017,1,5,The Joy Luck Club,Amy Tan,"Fiction, Literature","Penguin Group (USA), Inc.",2014.0,,Amy Tan,The Joy Luck Club,1952,,True,2017-01-01T08:00Z
8125,Digital,OverDrive,AUDIOBOOK,2017,1,1,The Moon Lady (Unabridged),Amy Tan,"Juvenile Fiction, Juvenile Literature, Picture Book Fiction","Phoenix Books, Inc.",2015.0,,Amy Tan,The Moon Lady,1952,,False,2017-01-01T08:00Z
8126,Digital,OverDrive,AUDIOBOOK,2005,9,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2005-09-01T07:00Z
8127,Digital,OverDrive,AUDIOBOOK,2005,10,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2005-10-01T07:00Z
8128,Digital,OverDrive,EBOOK,2005,11,1,The Joy Luck Club,Amy Tan,Fiction,RosettaBooks,2005.0,,Amy Tan,The Joy Luck Club,1952,,True,2005-11-01T08:00Z
8129,Digital,OverDrive,AUDIOBOOK,2005,11,2,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2005-11-01T08:00Z
8130,Digital,OverDrive,AUDIOBOOK,2005,12,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2005-12-01T08:00Z
8131,Digital,OverDrive,AUDIOBOOK,2005,12,1,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2005-12-01T08:00Z
8132,Digital,OverDrive,AUDIOBOOK,2006,1,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2006-01-01T08:00Z
8133,Digital,OverDrive,AUDIOBOOK,2006,1,3,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2006-01-01T08:00Z
8134,Digital,OverDrive,AUDIOBOOK,2006,2,1,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2006-02-01T08:00Z
8135,Digital,OverDrive,AUDIOBOOK,2006,3,2,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2006-03-01T08:00Z
8136,Digital,OverDrive,EBOOK,2006,3,1,The Joy Luck Club,Amy Tan,Fiction,RosettaBooks,2005.0,,Amy Tan,The Joy Luck Club,1952,,True,2006-03-01T08:00Z
8137,Digital,OverDrive,AUDIOBOOK,2006,3,1,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2006-03-01T08:00Z
8138,Digital,OverDrive,AUDIOBOOK,2006,4,2,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2006-04-01T08:00Z
8139,Digital,OverDrive,AUDIOBOOK,2006,5,1,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2006-05-01T07:00Z
8140,Digital,OverDrive,AUDIOBOOK,2006,7,1,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2006-07-01T07:00Z
8141,Digital,OverDrive,AUDIOBOOK,2006,7,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2006-07-01T07:00Z
8142,Digital,OverDrive,AUDIOBOOK,2006,8,2,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2006-08-01T07:00Z
8143,Digital,OverDrive,AUDIOBOOK,2006,9,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2006-09-01T07:00Z
8144,Digital,OverDrive,AUDIOBOOK,2006,9,1,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2006-09-01T07:00Z
8145,Digital,OverDrive,AUDIOBOOK,2006,10,1,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2006-10-01T07:00Z
8146,Digital,OverDrive,AUDIOBOOK,2006,10,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2006-10-01T07:00Z
8147,Digital,OverDrive,EBOOK,2006,11,1,The Joy Luck Club,Amy Tan,Fiction,RosettaBooks,2005.0,,Amy Tan,The Joy Luck Club,1952,,True,2006-11-01T08:00Z
8148,Digital,OverDrive,AUDIOBOOK,2006,11,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2006-11-01T08:00Z
8149,Digital,OverDrive,AUDIOBOOK,2006,11,2,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2006-11-01T08:00Z
8150,Digital,OverDrive,EBOOK,2006,12,1,The Joy Luck Club,Amy Tan,Fiction,RosettaBooks,2005.0,,Amy Tan,The Joy Luck Club,1952,,True,2006-12-01T08:00Z
8151,Digital,OverDrive,AUDIOBOOK,2006,12,1,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2006-12-01T08:00Z
8152,Digital,OverDrive,AUDIOBOOK,2007,1,3,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2007-01-01T08:00Z
8153,Digital,OverDrive,EBOOK,2007,1,1,The Joy Luck Club,Amy Tan,Fiction,RosettaBooks,2005.0,,Amy Tan,The Joy Luck Club,1952,,True,2007-01-01T08:00Z
8154,Digital,OverDrive,AUDIOBOOK,2007,1,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2007-01-01T08:00Z
8155,Digital,OverDrive,AUDIOBOOK,2007,2,2,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2007-02-01T08:00Z
8156,Digital,OverDrive,AUDIOBOOK,2007,4,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2007-04-01T07:00Z
8157,Digital,OverDrive,AUDIOBOOK,2007,4,2,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2007-04-01T07:00Z
8158,Digital,OverDrive,AUDIOBOOK,2007,5,1,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2007-05-01T07:00Z
8159,Digital,OverDrive,AUDIOBOOK,2007,5,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2007-05-01T07:00Z
8160,Digital,OverDrive,EBOOK,2007,6,1,The Joy Luck Club,Amy Tan,Fiction,RosettaBooks,2005.0,,Amy Tan,The Joy Luck Club,1952,,True,2007-06-01T07:00Z
8161,Digital,OverDrive,AUDIOBOOK,2007,6,2,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2007-06-01T07:00Z
8162,Digital,OverDrive,AUDIOBOOK,2007,6,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2007-06-01T07:00Z
8163,Digital,OverDrive,AUDIOBOOK,2007,7,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2007-07-01T07:00Z
8164,Digital,OverDrive,AUDIOBOOK,2007,8,2,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2007-08-01T07:00Z
8165,Digital,OverDrive,AUDIOBOOK,2007,9,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2007-09-01T07:00Z
8166,Digital,OverDrive,AUDIOBOOK,2007,9,2,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2007-09-01T07:00Z
8167,Digital,OverDrive,AUDIOBOOK,2007,10,1,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2007-10-01T07:00Z
8168,Digital,OverDrive,AUDIOBOOK,2007,11,1,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2007-11-01T07:00Z
8169,Digital,OverDrive,AUDIOBOOK,2007,12,1,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2007-12-01T08:00Z
8170,Digital,OverDrive,AUDIOBOOK,2008,1,2,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2008-01-01T08:00Z
8171,Digital,OverDrive,AUDIOBOOK,2008,1,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2008-01-01T08:00Z
8172,Digital,OverDrive,EBOOK,2008,1,1,The Joy Luck Club,Amy Tan,Fiction,RosettaBooks,2005.0,,Amy Tan,The Joy Luck Club,1952,,True,2008-01-01T08:00Z
8173,Digital,OverDrive,AUDIOBOOK,2008,2,1,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2008-02-01T08:00Z
8174,Digital,OverDrive,AUDIOBOOK,2008,2,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2008-02-01T08:00Z
8175,Digital,OverDrive,AUDIOBOOK,2008,3,3,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2008-03-01T08:00Z
8176,Digital,OverDrive,EBOOK,2008,3,1,The Joy Luck Club,Amy Tan,Fiction,RosettaBooks,2005.0,,Amy Tan,The Joy Luck Club,1952,,True,2008-03-01T08:00Z
8177,Digital,OverDrive,AUDIOBOOK,2008,4,1,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2008-04-01T07:00Z
8178,Digital,OverDrive,AUDIOBOOK,2008,5,3,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2008-05-01T07:00Z
8179,Digital,OverDrive,AUDIOBOOK,2008,5,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2008-05-01T07:00Z
8180,Digital,OverDrive,EBOOK,2008,5,2,The Joy Luck Club,Amy Tan,Fiction,RosettaBooks,2005.0,,Amy Tan,The Joy Luck Club,1952,,True,2008-05-01T07:00Z
8181,Digital,OverDrive,AUDIOBOOK,2008,6,1,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2008-06-01T07:00Z
8182,Digital,OverDrive,AUDIOBOOK,2008,7,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2008-07-01T07:00Z
8183,Digital,OverDrive,AUDIOBOOK,2008,7,2,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2008-07-01T07:00Z
8184,Digital,OverDrive,AUDIOBOOK,2008,8,1,The Chinese Siamese Cat (Unabridged),Amy Tan,"Historical Fiction, Juvenile Fiction","Phoenix Books, Inc.",2008.0,,Amy Tan,The Chinese Siamese Cat,1952,,False,2008-08-01T07:00Z
8185,Digital,OverDrive,AUDIOBOOK,2008,8,1,The Bonesetter's Daughter (Unabridged),Amy Tan,"Drama, Fiction","Phoenix Books, Inc.",2008.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2008-08-01T07:00Z
8186,Digital,OverDrive,AUDIOBOOK,2008,8,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2008-08-01T07:00Z
8187,Digital,OverDrive,AUDIOBOOK,2008,9,1,The Chinese Siamese Cat (Unabridged),Amy Tan,"Historical Fiction, Juvenile Fiction","Phoenix Books, Inc.",2008.0,,Amy Tan,The Chinese Siamese Cat,1952,,False,2008-09-01T07:00Z
8188,Digital,OverDrive,AUDIOBOOK,2008,9,3,The Bonesetter's Daughter (Unabridged),Amy Tan,"Drama, Fiction","Phoenix Books, Inc.",2008.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2008-09-01T07:00Z
8189,Digital,OverDrive,EBOOK,2008,9,1,The Joy Luck Club,Amy Tan,Fiction,RosettaBooks,2005.0,,Amy Tan,The Joy Luck Club,1952,,True,2008-09-01T07:00Z
8190,Digital,OverDrive,AUDIOBOOK,2008,10,1,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2008-10-01T07:00Z
8191,Digital,OverDrive,AUDIOBOOK,2008,10,3,The Bonesetter's Daughter (Unabridged),Amy Tan,"Drama, Fiction","Phoenix Books, Inc.",2008.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2008-10-01T07:00Z
8192,Digital,OverDrive,AUDIOBOOK,2008,11,3,The Bonesetter's Daughter (Unabridged),Amy Tan,"Drama, Fiction","Phoenix Books, Inc.",2008.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2008-11-01T07:00Z
8193,Digital,OverDrive,AUDIOBOOK,2008,11,1,The Chinese Siamese Cat (Unabridged),Amy Tan,"Historical Fiction, Juvenile Fiction","Phoenix Books, Inc.",2008.0,,Amy Tan,The Chinese Siamese Cat,1952,,False,2008-11-01T07:00Z
8194,Digital,OverDrive,AUDIOBOOK,2008,11,1,Saving Fish from Drowning (Unabridged),Amy Tan,"Fiction, Literature","Brilliance Audio, Inc.",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2008-11-01T07:00Z
8195,Digital,OverDrive,AUDIOBOOK,2008,12,2,The Bonesetter's Daughter (Unabridged),Amy Tan,"Drama, Fiction","Phoenix Books, Inc.",2008.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2008-12-01T08:00Z
8196,Digital,OverDrive,AUDIOBOOK,2008,12,1,The Opposite of Fate: A Book of Musings (abridged) (Abridged),Amy Tan,"Biography & Autobiography, Nonfiction","Brilliance Audio, Inc.",2005.0,,Amy Tan,The Opposite Of Fate,1952,,False,2008-12-01T08:00Z
