,UsageClass,CheckoutOutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,Creator,Subjects,Publisher,PublicationYear,ISBN,Normalized.Creator,Normalized.Title,BirthYear,DeathYear,Work.In.Norton,CheckoutDate
10501,Digital,OverDrive,AUDIOBOOK,2025,5,1,The Moon Lady (unabridged),Amy Tan,"Juvenile Fiction, Juvenile Literature","Phoenix Books, Inc.",2015.0,9781597777360,Amy Tan,The Moon Lady,1952,,False,2025-05-01T07:00Z
10502,Digital,OverDrive,EBOOK,2025,5,3,Saving Fish from Drowning,Amy Tan,"Fantasy, Fiction, Literature",Penguin Publishing Group,2011.0,9781440627606,Amy Tan,Saving Fish From Drowning,1952,,False,2025-05-01T07:00Z
10503,Digital,OverDrive,AUDIOBOOK,2025,6,4,Where the Past Begins: A Writer's Memoir (unabridged),Amy Tan,"Biography & Autobiography, Literary Criticism, Nonfiction",HarperCollins,2017.0,9780062694751,Amy Tan,Where The Past Begins,1952,,False,2025-06-01T07:00Z
10504,Digital,OverDrive,EBOOK,2025,6,2,Saving Fish from Drowning,Amy Tan,"Fantasy, Fiction, Literature",Penguin Publishing Group,2011.0,9781440627606,Amy Tan,Saving Fish From Drowning,1952,,False,2025-06-01T07:00Z
10505,Digital,OverDrive,EBOOK,2025,6,6,The Joy Luck Club,Amy Tan,"Fiction, Literature",Penguin Publishing Group,2014.0,9781101502730,Amy Tan,The Joy Luck Club,1952,,True,2025-06-01T07:00Z
10506,Digital,OverDrive,EBOOK,2025,6,13,The Backyard Bird Chronicles,Amy Tan,"Biography & Autobiography, Nature, Self-Improvement, Nonfiction",Knopf Doubleday Publishing Group,2024.0,9780593536148,Amy Tan,The Backyard Bird Chronicles,1952,,False,2025-06-01T07:00Z
10507,Digital,OverDrive,EBOOK,2025,6,2,The Joy Luck Club,Amy Tan,Fiction,RosettaBooks,2005.0,795310749,Amy Tan,The Joy Luck Club,1952,,True,2025-06-01T07:00Z
10508,Digital,OverDrive,AUDIOBOOK,2025,6,3,The Moon Lady:  (abridged),Amy Tan,"Juvenile Fiction, Juvenile Literature","Phoenix Books, Inc.",2015.0,9781597777360,Amy Tan,The Moon Lady,1952,,False,2025-06-01T07:00Z
10509,Digital,OverDrive,AUDIOBOOK,2025,6,3,American Classics:  (unabridged),Amy Tan,"Fiction, Short Stories","Symphony Space, Inc",2010.0,,Amy Tan,American Classics,1952,,False,2025-06-01T07:00Z
10510,Digital,OverDrive,AUDIOBOOK,2025,6,17,The Joy Luck Club: A Novel (unabridged),Amy Tan,"Fiction, Literature",Phoenix Books,2021.0,,Amy Tan,The Joy Luck Club,1952,,True,2025-06-01T07:00Z
10511,Digital,OverDrive,AUDIOBOOK,2025,6,1,The Chinese Siamese Cat (unabridged),Amy Tan,"Juvenile Fiction, Historical Fiction","Phoenix Books, Inc.",2008.0,,Amy Tan,The Chinese Siamese Cat,1952,,False,2025-06-01T07:00Z
10512,Digital,OverDrive,EBOOK,2025,6,2,The Valley of Amazement,Amy Tan,"Fiction, Literature, Historical Fiction",HarperCollins,2013.0,9780062107336,Amy Tan,The Valley Of Amazement,1952,,False,2025-06-01T07:00Z
10513,Digital,OverDrive,AUDIOBOOK,2025,6,3,The Hundred Secret Senses:  (abridged),Amy Tan,"Fiction, Literature","Phoenix Books, Inc.",2021.0,9781607472261,Amy Tan,The Hundred Secret Senses,1952,,False,2025-06-01T07:00Z
10514,Digital,OverDrive,AUDIOBOOK,2025,6,5,The Kitchen God's Wife:  (abridged),Amy Tan,"Fiction, Literature","Phoenix Books, Inc.",2017.0,9781607473329,Amy Tan,The Kitchen Gods Wife,1952,,False,2025-06-01T07:00Z
10515,Digital,OverDrive,EBOOK,2025,6,2,The Bonesetter's Daughter,Amy Tan,"Fiction, Literature",Penguin Publishing Group,2011.0,9781101202951,Amy Tan,The Bonesetters Daughter,1952,,False,2025-06-01T07:00Z
10516,Digital,OverDrive,EBOOK,2025,6,1,The Hundred Secret Senses: A Novel,Amy Tan,"Fiction, Literature",Penguin Publishing Group,2011.0,9781101202944,Amy Tan,The Hundred Secret Senses,1952,,False,2025-06-01T07:00Z
10517,Digital,OverDrive,EBOOK,2025,6,1,The Opposite of Fate: Memories of a Writing Life,Amy Tan,"Biography & Autobiography, Nonfiction",Penguin Publishing Group,2013.0,9781101200414,Amy Tan,The Opposite Of Fate,1952,,False,2025-06-01T07:00Z
10518,Digital,OverDrive,EBOOK,2025,6,3,The Kitchen God's Wife,Amy Tan,"Fiction, Literature, Romance",Penguin Publishing Group,2011.0,9781101007150,Amy Tan,The Kitchen Gods Wife,1952,,False,2025-06-01T07:00Z
10519,Digital,OverDrive,AUDIOBOOK,2025,6,6,The Bonesetter's Daughter:  (abridged),Amy Tan,"Fiction, Literature","Phoenix Books, Inc.",2008.0,9781607472285,Amy Tan,The Bonesetters Daughter,1952,,False,2025-06-01T07:00Z
10520,Digital,OverDrive,EBOOK,2025,6,1,Where the Past Begins: Memory and Imagination,Amy Tan,"Biography & Autobiography, Writing, Language Arts, Nonfiction",HarperCollins,2017.0,9780062319302,Amy Tan,Where The Past Begins,1952,,False,2025-06-01T07:00Z
10521,Digital,OverDrive,AUDIOBOOK,2025,6,10,The Backyard Bird Chronicles:  (unabridged),Amy Tan,"Biography & Autobiography, Nature, Self-Improvement, Nonfiction",Books on Tape,2024.0,9780593824733,Amy Tan,The Backyard Bird Chronicles,1952,,False,2025-06-01T07:00Z
10522,Physical,Horizon,BOOK,2016,10,5,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Domestic fiction, Sisters Fiction","Penguin Books,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2016-10-01T07:00Z
10523,Physical,Horizon,BOOK,2016,10,1,The opposite of fate : a book of musings / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism","Putnam,",,,Amy Tan,The Opposite Of Fate,1952,,False,2016-10-01T07:00Z
10524,Physical,Horizon,BOOK,2016,10,3,The Joy Luck Club / Amy Tan.,"Tan, Amy","Women Societies and clubs Fiction, Reminiscing in old age Fiction, San Francisco Calif Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Loss Psychology Fiction, Female friendship Fiction, Mothers Death Fiction, Domestic fiction","Penguin Books,",,,Amy Tan,The Joy Luck Club,1952,,True,2016-10-01T07:00Z
10525,Physical,Horizon,BOOK,2016,10,3,The Valley of Amazement / Amy Tan.,"Tan, Amy","Americans China Fiction, Art Fiction, Courtesans Fiction, Family secrets Fiction, Identity Psychology Fiction, Kidnapping Fiction, Mothers and daughters Fiction, Shanghai China Fiction, San Francisco Calif Fiction, Historical fiction","Ecco, an imprint of HarperCollinsPublishers,",,,Amy Tan,The Valley Of Amazement,1952,,False,2016-10-01T07:00Z
10526,Physical,Horizon,BOOK,2016,10,1,The bonesetter's daughter [text (large print)] / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, Large type books, China Fiction, Domestic fiction","Thorndike Press,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2016-10-01T07:00Z
10527,Physical,Horizon,BOOK,2016,10,5,The kitchen god's wife / Amy Tan.,"Tan, Amy","Chinese American families Juvenile fiction, Chinese Americans Juvenile fiction, Mothers and daughters Juvenile fiction, California Juvenile fiction, China Juvenile fiction, Domestic fiction","Penguin,",2006.0,,Amy Tan,The Kitchen Gods Wife,1952,,False,2016-10-01T07:00Z
10528,Physical,Horizon,BOOK,2016,11,2,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Domestic fiction, Sisters Fiction","Penguin Books,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2016-11-01T07:00Z
10529,Physical,Horizon,BOOK,2016,11,1,The bonesetter's daughter [text (large print)] / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, Large type books, China Fiction, Domestic fiction","Thorndike Press,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2016-11-01T07:00Z
10530,Physical,Horizon,BOOK,2016,11,11,The Valley of Amazement / Amy Tan.,"Tan, Amy","Americans China Fiction, Art Fiction, Courtesans Fiction, Family secrets Fiction, Identity Psychology Fiction, Kidnapping Fiction, Mothers and daughters Fiction, Shanghai China Fiction, San Francisco Calif Fiction, Historical fiction","Ecco, an imprint of HarperCollinsPublishers,",,,Amy Tan,The Valley Of Amazement,1952,,False,2016-11-01T07:00Z
10531,Physical,Horizon,BOOK,2016,11,1,The Joy Luck Club / Amy Tan.,"Tan, Amy","Women Societies and clubs Fiction, Reminiscing in old age Fiction, San Francisco Calif Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Loss Psychology Fiction, Female friendship Fiction, Mothers Death Fiction, Domestic fiction","Penguin Books,",,,Amy Tan,The Joy Luck Club,1952,,True,2016-11-01T07:00Z
10532,Physical,Horizon,BOOK,2016,11,2,The Moon Lady / Amy Tan ; illustrated by Gretchen Schields.,"Tan, Amy","Wishes Juvenile fiction, Grandmothers Juvenile fiction, China Juvenile literature, China Fiction, Wishes Fiction, Grandmothers Fiction","Aladdin Paperbacks,",,,Amy Tan,The Moon Lady,1952,,False,2016-11-01T07:00Z
10533,Physical,Horizon,BOOK,2016,11,5,The kitchen god's wife / Amy Tan.,"Tan, Amy","Chinese American families Juvenile fiction, Chinese Americans Juvenile fiction, Mothers and daughters Juvenile fiction, California Juvenile fiction, China Juvenile fiction, Domestic fiction","Penguin,",2006.0,,Amy Tan,The Kitchen Gods Wife,1952,,False,2016-11-01T07:00Z
10534,Physical,Horizon,BOOK,2016,11,2,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Sisters United States Fiction, Domestic fiction","G.P. Putnam's Sons,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2016-11-01T07:00Z
10535,Physical,Horizon,BOOK,2016,11,1,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","Ballantine Books,",,,Amy Tan,The Bonesetters Daughter,1952,,False,2016-11-01T07:00Z
10536,Physical,Horizon,BOOK,2016,11,1,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","G.P. Putnam's ,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2016-11-01T07:00Z
10537,Physical,Horizon,BOOK,2016,12,5,The kitchen god's wife / Amy Tan.,"Tan, Amy","Chinese American families Juvenile fiction, Chinese Americans Juvenile fiction, Mothers and daughters Juvenile fiction, California Juvenile fiction, China Juvenile fiction, Domestic fiction","Penguin,",2006.0,,Amy Tan,The Kitchen Gods Wife,1952,,False,2016-12-01T08:00Z
10538,Physical,Horizon,BOOK,2016,12,6,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Domestic fiction, Sisters Fiction","Penguin Books,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2016-12-01T08:00Z
10539,Physical,Horizon,BOOK,2016,12,3,The Moon Lady / Amy Tan ; illustrated by Gretchen Schields.,"Tan, Amy","Wishes Juvenile fiction, Grandmothers Juvenile fiction, China Juvenile literature, China Fiction, Wishes Fiction, Grandmothers Fiction","Aladdin Paperbacks,",,,Amy Tan,The Moon Lady,1952,,False,2016-12-01T08:00Z
10540,Physical,Horizon,BOOK,2016,12,3,The Joy Luck Club / Amy Tan.,"Tan, Amy","Women Societies and clubs Fiction, Reminiscing in old age Fiction, San Francisco Calif Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Loss Psychology Fiction, Female friendship Fiction, Mothers Death Fiction, Domestic fiction","Penguin Books,",,,Amy Tan,The Joy Luck Club,1952,,True,2016-12-01T08:00Z
10541,Physical,Horizon,BOOK,2016,12,4,The Valley of Amazement / Amy Tan.,"Tan, Amy","Americans China Fiction, Art Fiction, Courtesans Fiction, Family secrets Fiction, Identity Psychology Fiction, Kidnapping Fiction, Mothers and daughters Fiction, Shanghai China Fiction, San Francisco Calif Fiction, Historical fiction","Ecco, an imprint of HarperCollinsPublishers,",,,Amy Tan,The Valley Of Amazement,1952,,False,2016-12-01T08:00Z
10542,Physical,Horizon,BOOK,2017,1,1,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Sisters United States Fiction, Domestic fiction","G.P. Putnam's Sons,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2017-01-01T08:00Z
10543,Physical,Horizon,BOOK,2017,1,3,The Joy Luck Club / Amy Tan.,"Tan, Amy","Women Societies and clubs Fiction, Reminiscing in old age Fiction, San Francisco Calif Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Loss Psychology Fiction, Female friendship Fiction, Mothers Death Fiction, Domestic fiction","Penguin Books,",,,Amy Tan,The Joy Luck Club,1952,,True,2017-01-01T08:00Z
10544,Physical,Horizon,BOOK,2017,1,5,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Domestic fiction, Sisters Fiction","Penguin Books,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2017-01-01T08:00Z
10545,Physical,Horizon,BOOK,2017,1,2,Saving fish from drowning / Amy Tan.,"Tan, Amy","Tourists Crimes against Fiction, Americans Burma Fiction, Missing persons Fiction, Burma Fiction, Thrillers Fiction","Putnam,",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2017-01-01T08:00Z
10546,Physical,Horizon,BOOK,2017,1,6,The Valley of Amazement / Amy Tan.,"Tan, Amy","Americans China Fiction, Art Fiction, Courtesans Fiction, Family secrets Fiction, Identity Psychology Fiction, Kidnapping Fiction, Mothers and daughters Fiction, Shanghai China Fiction, San Francisco Calif Fiction, Historical fiction","Ecco, an imprint of HarperCollinsPublishers,",,,Amy Tan,The Valley Of Amazement,1952,,False,2017-01-01T08:00Z
10547,Physical,Horizon,BOOK,2017,1,3,The Moon Lady / Amy Tan ; illustrated by Gretchen Schields.,"Tan, Amy","Wishes Juvenile fiction, Grandmothers Juvenile fiction, China Juvenile literature, China Fiction, Wishes Fiction, Grandmothers Fiction","Aladdin Paperbacks,",,,Amy Tan,The Moon Lady,1952,,False,2017-01-01T08:00Z
10548,Physical,Horizon,BOOK,2017,1,4,The kitchen god's wife / Amy Tan.,"Tan, Amy","Chinese American families Juvenile fiction, Chinese Americans Juvenile fiction, Mothers and daughters Juvenile fiction, California Juvenile fiction, China Juvenile fiction, Domestic fiction","Penguin,",2006.0,,Amy Tan,The Kitchen Gods Wife,1952,,False,2017-01-01T08:00Z
10549,Physical,Horizon,BOOK,2017,1,1,The Joy Luck Club [text (large print)] / Amy Tan.,"Tan, Amy","Chinese Americans Fiction, Mothers and daughters United States Fiction, Large type books","Thorndike Press,",1989.0,,Amy Tan,The Joy Luck Club,1952,,True,2017-01-01T08:00Z
10550,Physical,Horizon,BOOK,2017,1,2,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","Ballantine Books,",,,Amy Tan,The Bonesetters Daughter,1952,,False,2017-01-01T08:00Z
10551,Physical,Horizon,BOOK,2005,4,1,Xi fu hui = The Joy Luck Club / Tan Enmei zhu ; Yu Renrui yi.,"Tan, Amy","Chinese Americans Fiction, Mothers and daughters United States Fiction","Lian he wen xue chu ban she : Zong jing xiao lian jing chu ban shi ye gong si,",,,Amy Tan,The Joy Luck Club,1952,,True,2005-04-01T08:00Z
10552,Physical,Horizon,BOOK,2005,4,5,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","G.P. Putnam's ,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2005-04-01T08:00Z
10553,Physical,Horizon,BOOK,2005,4,8,The opposite of fate : a book of musings / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism","Putnam,",,,Amy Tan,The Opposite Of Fate,1952,,False,2005-04-01T08:00Z
10554,Physical,Horizon,BOOK,2005,4,1,The Joy Luck Club [text (large print)] / Amy Tan.,"Tan, Amy","Chinese Americans Fiction, Mothers and daughters United States Fiction, Large type books","Thorndike Press,",1989.0,,Amy Tan,The Joy Luck Club,1952,,True,2005-04-01T08:00Z
10555,Physical,Horizon,BOOK,2005,4,2,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Sisters United States Fiction, Domestic fiction","G.P. Putnam's Sons,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2005-04-01T08:00Z
10556,Physical,Horizon,BOOK,2005,5,19,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","G.P. Putnam's ,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2005-05-01T07:00Z
10557,Physical,Horizon,BOOK,2005,5,11,The opposite of fate : a book of musings / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism","Putnam,",,,Amy Tan,The Opposite Of Fate,1952,,False,2005-05-01T07:00Z
10558,Physical,Horizon,BOOK,2005,5,1,The Joy Luck Club [text (large print)] / Amy Tan.,"Tan, Amy","Chinese Americans Fiction, Mothers and daughters United States Fiction, Large type books","Thorndike Press,",1989.0,,Amy Tan,The Joy Luck Club,1952,,True,2005-05-01T07:00Z
10559,Physical,Horizon,BOOK,2005,5,1,The bonesetter's daughter [text (large print)] / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, Large type books, China Fiction, Domestic fiction","Thorndike Press,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2005-05-01T07:00Z
10560,Physical,Horizon,BOOK,2005,5,2,La hija del curandero / Amy Tan ; traducci��n de M. Eugenia Ciocchini.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","Plaza & Jan��s,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2005-05-01T07:00Z
10561,Physical,Horizon,BOOK,2005,5,2,The opposite of fate [text (large print)] : a book of musings / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism, Large type books","Thorndike Press,",2003.0,,Amy Tan,The Opposite Of Fate,1952,,False,2005-05-01T07:00Z
10562,Physical,Horizon,BOOK,2005,5,5,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Sisters United States Fiction, Domestic fiction","G.P. Putnam's Sons,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2005-05-01T07:00Z
10563,Physical,Horizon,BOOK,2005,6,7,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Sisters United States Fiction, Domestic fiction","G.P. Putnam's Sons,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2005-06-01T07:00Z
10564,Physical,Horizon,BOOK,2005,6,24,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","G.P. Putnam's ,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2005-06-01T07:00Z
10565,Physical,Horizon,BOOK,2005,6,2,The opposite of fate [text (large print)] : a book of musings / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism, Large type books","Thorndike Press,",2003.0,,Amy Tan,The Opposite Of Fate,1952,,False,2005-06-01T07:00Z
10566,Physical,Horizon,BOOK,2005,6,14,The opposite of fate : a book of musings / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism","Putnam,",,,Amy Tan,The Opposite Of Fate,1952,,False,2005-06-01T07:00Z
10567,Physical,Horizon,BOOK,2005,6,1,Xi fu hui = The Joy Luck Club / Tan Enmei zhu ; Yu Renrui yi.,"Tan, Amy","Chinese Americans Fiction, Mothers and daughters United States Fiction","Lian he wen xue chu ban she : Zong jing xiao lian jing chu ban shi ye gong si,",,,Amy Tan,The Joy Luck Club,1952,,True,2005-06-01T07:00Z
10568,Physical,Horizon,BOOK,2005,7,2,The opposite of fate [text (large print)] : a book of musings / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism, Large type books","Thorndike Press,",2003.0,,Amy Tan,The Opposite Of Fate,1952,,False,2005-07-01T07:00Z
10569,Physical,Horizon,BOOK,2005,7,8,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","G.P. Putnam's ,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2005-07-01T07:00Z
10570,Physical,Horizon,BOOK,2005,7,6,The opposite of fate : a book of musings / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism","Putnam,",,,Amy Tan,The Opposite Of Fate,1952,,False,2005-07-01T07:00Z
10571,Physical,Horizon,BOOK,2005,7,4,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Sisters United States Fiction, Domestic fiction","G.P. Putnam's Sons,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2005-07-01T07:00Z
10572,Physical,Horizon,BOOK,2005,8,14,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","G.P. Putnam's ,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2005-08-01T07:00Z
10573,Physical,Horizon,BOOK,2005,8,2,Xi fu hui = The Joy Luck Club / Tan Enmei zhu ; Yu Renrui yi.,"Tan, Amy","Chinese Americans Fiction, Mothers and daughters United States Fiction","Lian he wen xue chu ban she : Zong jing xiao lian jing chu ban shi ye gong si,",,,Amy Tan,The Joy Luck Club,1952,,True,2005-08-01T07:00Z
10574,Physical,Horizon,BOOK,2005,8,2,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Sisters United States Fiction, Domestic fiction","G.P. Putnam's Sons,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2005-08-01T07:00Z
10575,Physical,Horizon,BOOK,2005,8,13,The opposite of fate : a book of musings / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism","Putnam,",,,Amy Tan,The Opposite Of Fate,1952,,False,2005-08-01T07:00Z
10576,Physical,Horizon,BOOK,2005,8,4,The bonesetter's daughter [text (large print)] / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, Large type books, China Fiction, Domestic fiction","Thorndike Press,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2005-08-01T07:00Z
10577,Physical,Horizon,BOOK,2005,8,1,The Joy Luck Club [text (large print)] / Amy Tan.,"Tan, Amy","Chinese Americans Fiction, Mothers and daughters United States Fiction, Large type books","Thorndike Press,",1989.0,,Amy Tan,The Joy Luck Club,1952,,True,2005-08-01T07:00Z
10578,Physical,Horizon,BOOK,2005,9,3,The opposite of fate [text (large print)] : a book of musings / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism, Large type books","Thorndike Press,",2003.0,,Amy Tan,The Opposite Of Fate,1952,,False,2005-09-01T07:00Z
10579,Physical,Horizon,BOOK,2005,9,4,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Sisters United States Fiction, Domestic fiction","G.P. Putnam's Sons,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2005-09-01T07:00Z
10580,Physical,Horizon,BOOK,2005,9,2,The bonesetter's daughter [text (large print)] / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, Large type books, China Fiction, Domestic fiction","Thorndike Press,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2005-09-01T07:00Z
10581,Physical,Horizon,BOOK,2005,9,6,The opposite of fate : a book of musings / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism","Putnam,",,,Amy Tan,The Opposite Of Fate,1952,,False,2005-09-01T07:00Z
10582,Physical,Horizon,BOOK,2005,9,2,La hija del curandero / Amy Tan ; traducci��n de M. Eugenia Ciocchini.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","Plaza & Jan��s,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2005-09-01T07:00Z
10583,Physical,Horizon,BOOK,2005,9,14,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","G.P. Putnam's ,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2005-09-01T07:00Z
10584,Physical,Horizon,BOOK,2005,10,16,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","G.P. Putnam's ,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2005-10-01T07:00Z
10585,Physical,Horizon,BOOK,2005,10,10,The opposite of fate : a book of musings / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism","Putnam,",,,Amy Tan,The Opposite Of Fate,1952,,False,2005-10-01T07:00Z
